case,algo,timestep,n_seeds,success_rate_mean,success_rate_std,success_rate_ci95,avg_return_mean,avg_return_std,avg_return_ci95,hole_rate_mean,hole_rate_std,hole_rate_ci95,avg_episode_length_mean,avg_episode_length_std,avg_episode_length_ci95
case3_hard_slippery_8x8,DQN,32000,5,0.04,0.08944271909999159,0.0784,0.04,0.08944271909999159,0.0784,0.233,0.4299069666800016,0.37683007098691046,82.755,32.52072493041937,28.50567223582001
case3_hard_slippery_8x8,DQN,34000,5,0.077,0.06951618516575835,0.06093362290230247,0.077,0.06951618516575835,0.06093362290230247,0.546,0.2024969135567256,0.17749637066712098,65.312,23.20979523821785,20.34428251943037
case3_hard_slippery_8x8,DQN,36000,5,0.06,0.07558108228915487,0.06624973962212984,0.06,0.07558108228915487,0.06624973962212984,0.4739999999999999,0.38918825778792454,0.34113854897973633,70.436,26.975752862524523,23.64528992077703
case3_hard_slippery_8x8,DQN,38000,5,0.044,0.068044103344816,0.05964328629443552,0.044,0.068044103344816,0.05964328629443552,0.627,0.29558416737031096,0.2590909461945747,61.111000000000004,23.868061138265926,20.921278020943177
case3_hard_slippery_8x8,DQN,40000,5,0.076,0.06776798654231952,0.05940125924591161,0.076,0.06776798654231952,0.05940125924591161,0.5619999999999999,0.34421287018355373,0.30171588357260876,57.025,35.940433184645954,31.50317868272978
case3_hard_slippery_8x8,DQN,42000,5,0.062,0.11048755586037733,0.0968466127440707,0.062,0.11048755586037733,0.0968466127440707,0.404,0.33397978980770676,0.2927461931434805,74.774,26.085563632016846,22.8650046569337
case3_hard_slippery_8x8,DQN,44000,5,0.08399999999999999,0.07528280016046163,0.06598828380856711,0.08399999999999999,0.07528280016046163,0.06598828380856711,0.337,0.3632079294288604,0.31836578710659225,73.75800000000001,33.26723718615659,29.160019078567146
case3_hard_slippery_8x8,DQN,46000,5,0.085,0.07858116822750856,0.06887943089195786,0.085,0.07858116822750856,0.06887943089195786,0.398,0.3073393889497407,0.2693948522151082,75.55999999999999,23.37486283382215,20.4889706463746
case3_hard_slippery_8x8,DQN,48000,5,0.14700000000000002,0.10238408079384216,0.08974360367179378,0.14700000000000002,0.10238408079384216,0.08974360367179378,0.38499999999999995,0.14357054015361226,0.12584512704113732,75.816,9.963482950253892,8.73337786641572
case3_hard_slippery_8x8,DQN,50000,5,0.21500000000000002,0.2117781858454737,0.18563176452320868,0.21500000000000002,0.2117781858454737,0.18563176452320868,0.198,0.24699696354408893,0.2165023842824831,82.16199999999999,14.122678393279369,12.379073413402148
case3_hard_slippery_8x8,DQN,52000,5,0.15699999999999997,0.18525657883055055,0.16238455098931054,0.15699999999999997,0.18525657883055055,0.16238455098931054,0.193,0.1767271908903664,0.1549082128229488,87.135,8.157847448929163,7.15066856678451
case3_hard_slippery_8x8,DQN,54000,5,0.16899999999999998,0.17633065530417563,0.15456063405667045,0.16899999999999998,0.17633065530417563,0.15456063405667045,0.26,0.19496794608345241,0.17089693970343647,81.699,12.499512690501177,10.956305944140112
case3_hard_slippery_8x8,DQN,56000,5,0.185,0.1255985668708047,0.11009199789267156,0.185,0.1255985668708047,0.11009199789267156,0.39299999999999996,0.28780635851210795,0.25227339613998145,69.3,26.560741235891744,23.2815161910044
case3_hard_slippery_8x8,DQN,58000,5,0.134,0.12007289452661662,0.10524853253133745,0.134,0.12007289452661662,0.10524853253133745,0.4130000000000001,0.25344131470618597,0.22215110713206,72.271,17.517867806899332,15.355088148936169
case3_hard_slippery_8x8,DQN,60000,5,0.133,0.11093917252260357,0.0972424722022224,0.133,0.11093917252260357,0.0972424722022224,0.41,0.3684935548961474,0.3229988421031877,70.474,26.471994966379093,23.203726655983516
case3_hard_slippery_8x8,DQN,62000,5,0.158,0.18380016322081982,0.16110794642102544,0.158,0.18380016322081982,0.16110794642102544,0.28300000000000003,0.2765546962175837,0.24241087929381386,81.10600000000001,13.461131731767576,11.799202197674212
case3_hard_slippery_8x8,DQN,64000,5,0.10200000000000001,0.09789024466207039,0.08580458262820231,0.10200000000000001,0.09789024466207039,0.08580458262820231,0.11499999999999999,0.17507141400011597,0.15345686038753692,91.88,9.01793767997983,7.904570894362324
case3_hard_slippery_8x8,DQN,66000,5,0.24700000000000003,0.20400980368599936,0.17882247733436643,0.24700000000000003,0.20400980368599936,0.17882247733436643,0.23200000000000004,0.20998809490063955,0.18406268062809472,79.37700000000001,12.983636624613306,11.380659282414177
case3_hard_slippery_8x8,DQN,68000,5,0.24300000000000002,0.1803676800316509,0.1580992422499235,0.24300000000000002,0.1803676800316509,0.1580992422499235,0.3,0.3048155179776778,0.2671825817675995,72.324,21.665942571233774,18.991035991267037
case3_hard_slippery_8x8,DQN,70000,5,0.24700000000000003,0.18403803954617645,0.16131645421344967,0.24700000000000003,0.18403803954617645,0.16131645421344967,0.13,0.14304719500919968,0.12538639479624575,85.788,10.530787363725471,9.230642109539295
case3_hard_slippery_8x8,DQN,72000,5,0.20800000000000002,0.15766261446519272,0.13819737479416894,0.20800000000000002,0.15766261446519272,0.13819737479416894,0.096,0.08940078299433402,0.07836324138267892,89.21200000000002,6.4713818076203795,5.672416255036296
case3_hard_slippery_8x8,DQN,74000,5,0.255,0.1655672068979845,0.14512605555171681,0.255,0.1655672068979845,0.14512605555171681,0.13799999999999998,0.12049896265113655,0.10562199770881063,84.108,12.824966666623347,11.241578932089563
case3_hard_slippery_8x8,DQN,76000,5,0.289,0.1647118696390761,0.14437631938791068,0.289,0.1647118696390761,0.14437631938791068,0.24700000000000003,0.12013534034579501,0.10530326870520212,76.752,9.973453263539165,8.742117231334753
case3_hard_slippery_8x8,DQN,78000,5,0.298,0.17537816283676827,0.15372573759784014,0.298,0.17537816283676827,0.15372573759784014,0.145,0.1131370849898476,0.09916902742288038,83.263,10.182658420078718,8.925493636230996
case3_hard_slippery_8x8,DQN,80000,5,0.253,0.15670832779402633,0.1373609056464029,0.253,0.15670832779402633,0.1373609056464029,0.127,0.16452963258939102,0.14421658157091366,85.476,10.46637317794469,9.174180586275812
case3_hard_slippery_8x8,DQN,82000,5,0.182,0.210612202875332,0.18460973538792586,0.182,0.210612202875332,0.18460973538792586,0.189,0.19919839356781974,0.17460509041834948,83.822,14.79794014381731,12.970966434711018
case3_hard_slippery_8x8,DQN,84000,5,0.161,0.1426271362679627,0.12501819707546577,0.161,0.1426271362679627,0.12501819707546577,0.292,0.17633774411622713,0.15456684767439618,79.145,13.01966397415847,11.412238646645974
case3_hard_slippery_8x8,DQN,86000,5,0.141,0.11132160616879366,0.09757769007308996,0.141,0.11132160616879366,0.09757769007308996,0.22400000000000003,0.21567915986483255,0.18905111901282148,85.623,10.672809845584247,9.355130303656919
case3_hard_slippery_8x8,DQN,88000,5,0.23700000000000002,0.10963576058932596,0.0960999812695091,0.23700000000000002,0.10963576058932596,0.0960999812695091,0.22999999999999998,0.2047254258757324,0.17944974784044695,82.273,8.115090572507496,7.113190512168223
case3_hard_slippery_8x8,DQN,90000,5,0.29500000000000004,0.20279299790673247,0.17775590004272712,0.29500000000000004,0.20279299790673247,0.17775590004272712,0.121,0.0950263121456368,0.08329423509463305,83.35600000000001,12.00585502994268,10.523595926184164
case3_hard_slippery_8x8,DQN,92000,5,0.30900000000000005,0.14880356178532825,0.1304320727428649,0.30900000000000005,0.14880356178532825,0.1304320727428649,0.23399999999999999,0.13376284985002376,0.11724830745047027,76.947,9.616278256165424,8.429039533564897
case3_hard_slippery_8x8,DQN,94000,5,0.209,0.18699598926180208,0.16390921145561038,0.209,0.18699598926180208,0.16390921145561038,0.31700000000000006,0.2701758686485527,0.23681959040586145,74.326,18.627691214962738,16.32789125764867
case3_hard_slippery_8x8,DQN,96000,5,0.242,0.1680996728134829,0.14734585979931705,0.242,0.1680996728134829,0.14734585979931705,0.084,0.12244386468908926,0.10732677951005516,87.196,11.767483482036422,10.31465405205623
case3_hard_slippery_8x8,DQN,98000,5,0.302,0.16150077399195337,0.14156166995341643,0.302,0.16150077399195337,0.14156166995341643,0.24099999999999996,0.19901004999748123,0.17443999999999993,79.191,7.010471096866459,6.144948851341239
case3_hard_slippery_8x8,DQN,100000,5,0.32999999999999996,0.12242344546695294,0.10730888127270734,0.32999999999999996,0.12242344546695294,0.10730888127270734,0.209,0.11030639147393045,0.09668781515785739,79.514,5.924755691165671,5.193277338405874
case3_hard_slippery_8x8,DQN,102000,5,0.28500000000000003,0.16703293088490065,0.14641081927234748,0.28500000000000003,0.16703293088490065,0.14641081927234748,0.353,0.2613570354897683,0.2290895423191552,72.35700000000001,6.336257373244871,5.553974466127837
case3_hard_slippery_8x8,DQN,104000,5,0.316,0.15335416525155096,0.134420852549,0.316,0.15335416525155096,0.134420852549,0.296,0.2433464608331093,0.2133025775746744,72.29899999999999,11.699347951915952,10.254930626659547
case3_hard_slippery_8x8,DQN,106000,5,0.259,0.18043004184447778,0.15815390478897448,0.259,0.18043004184447778,0.15815390478897448,0.123,0.11579075956223794,0.10149507574261915,85.57,11.63359789575005,10.197298161375885
case3_hard_slippery_8x8,DQN,108000,5,0.22599999999999998,0.14955768118020552,0.13109308753706275,0.22599999999999998,0.14955768118020552,0.13109308753706275,0.144,0.10696962185592694,0.09376300763094154,85.651,9.997142966868084,8.762882171842778
case3_hard_slippery_8x8,DQN,110000,5,0.256,0.18087979433867124,0.1585481302318006,0.256,0.18087979433867124,0.1585481302318006,0.22799999999999998,0.14407463343697946,0.12628698428579246,78.81599999999999,11.150337663048598,9.773701890767901
case3_hard_slippery_8x8,DQN,112000,5,0.344,0.09099450532861861,0.07976020060155314,0.344,0.09099450532861861,0.07976020060155314,0.287,0.11835328470304489,0.1037412280629066,73.571,6.856513691374063,6.009999235407604
case3_hard_slippery_8x8,DQN,114000,5,0.374,0.03577708763999664,0.03136,0.374,0.03577708763999664,0.03136,0.152,0.13585838214847104,0.11908512249647306,79.45899999999999,9.799930101791542,8.59001747388211
case3_hard_slippery_8x8,DQN,116000,5,0.28400000000000003,0.1822909761891685,0.1597850856619603,0.28400000000000003,0.1822909761891685,0.1597850856619603,0.033999999999999996,0.03863288754416371,0.03386321898461515,89.611,7.305977347350594,6.403971500373812
case3_hard_slippery_8x8,DQN,118000,5,0.346,0.11545561917897283,0.10120131224445658,0.346,0.11545561917897283,0.10120131224445658,0.21600000000000003,0.21311381935482268,0.1868024989126216,76.588,11.177046568749727,9.797113278838825
case3_hard_slippery_8x8,DQN,120000,5,0.316,0.11850105484762573,0.10387075430553107,0.316,0.11850105484762573,0.10387075430553107,0.14900000000000002,0.191095525850293,0.16750261371095077,83.628,6.849467680046382,6.003823134170423
case3_hard_slippery_8x8,PPO,2000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.9099999999999999,0.20124611797498107,0.17639999999999997,23.197,29.770225393839393,26.094753092957205
case3_hard_slippery_8x8,PPO,4000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.9719999999999999,0.047644516998286375,0.04176226047521853,18.364,16.941775807157878,14.850121246831623
case3_hard_slippery_8x8,PPO,6000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.9630000000000001,0.07726577508832745,0.06772643796923032,21.137,20.63405637532281,18.086547861059607
case3_hard_slippery_8x8,PPO,8000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.993,0.015652475842498542,0.013720000000000012,11.854,7.159336037650419,6.275434725148529
case3_hard_slippery_8x8,PPO,10000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.8460000000000001,0.30645962213642436,0.2686237026027301,29.091,36.17165817321622,31.70585632140535
case3_hard_slippery_8x8,PPO,12000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.719,0.438525939939703,0.38438493414804903,40.952,41.37894884479305,36.270247842141906
case3_hard_slippery_8x8,PPO,14000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.766,0.4340132486457067,0.3804293858260689,40.936,36.4946334068449,31.98895659576285
case3_hard_slippery_8x8,PPO,16000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.7699999999999999,0.43415147126319864,0.38055054329221494,40.994,37.50672113101864,32.876090600337506
case3_hard_slippery_8x8,PPO,18000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.9890000000000001,0.015968719422671328,0.013997199719943999,17.194,9.96706037405212,8.736513616632209
case3_hard_slippery_8x8,PPO,20000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.954,0.07900949310051296,0.06925487419669465,21.887999999999998,22.09117487821777,19.363768542367982
case3_hard_slippery_8x8,PPO,22000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.932,0.07521635460456723,0.06593004171089231,27.011000000000003,22.2385364851197,19.492936685928058
case3_hard_slippery_8x8,PPO,24000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.7929999999999999,0.44347491473588446,0.3887229018208215,31.425,39.747241728200464,34.839993493570006
case3_hard_slippery_8x8,PPO,26000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.9790000000000001,0.033615472627943205,0.029465260901610887,19.218,15.574606174796203,13.651744226815854
case3_hard_slippery_8x8,PPO,28000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.784,0.4392379765002111,0.3850090617115394,32.787,40.03971256764963,35.09635548752034
case3_hard_slippery_8x8,PPO,30000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.976,0.038307962618755895,0.033578409730063145,22.55,15.077016448886697,13.215587601616509
case3_hard_slippery_8x8,PPO,32000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.982,0.0268328157299975,0.02352000000000002,20.342,13.796591789278976,12.093245902668151
case3_hard_slippery_8x8,PPO,34000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.944,0.12521980673998823,0.10976,18.657999999999998,25.771948315950034,22.5901087120536
case3_hard_slippery_8x8,PPO,36000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.9269999999999999,0.12557866060760484,0.11007454928365594,25.719,26.54288167287041,23.265861593794455
case3_hard_slippery_8x8,PPO,38000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.9400000000000001,0.09591663046625437,0.08407463351094667,25.515,25.540629152391688,22.387348525361375
case3_hard_slippery_8x8,PPO,40000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.9410000000000001,0.12915107432770354,0.11320590797303824,18.098999999999997,24.81361178869372,21.750089708909243
case3_hard_slippery_8x8,PPO,42000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.9960000000000001,0.008944271909999166,0.007840000000000007,10.603,7.496773972849922,6.571212116375486
case3_hard_slippery_8x8,PPO,44000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.9480000000000001,0.11350110131624275,0.09948810180117017,19.091,24.75303552092147,21.69699226910495
case3_hard_slippery_8x8,PPO,46000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.9969999999999999,0.006708203932499375,0.005880000000000005,10.053,5.690433419345139,4.98788481126018
case3_hard_slippery_8x8,PPO,48000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.9390000000000001,0.1364001466274872,0.11956000000000003,19.742,23.989314965208987,21.027561686377236
case3_hard_slippery_8x8,PPO,50000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.798,0.4461165766926846,0.3910384206187417,31.199,40.265249502517676,35.29404732729869
case3_hard_slippery_8x8,PPO,52000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.799,0.44665982581826186,0.39151459947235684,25.32,41.77856433028785,36.62052625918967
case3_hard_slippery_8x8,PPO,54000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.978,0.043817804600413277,0.03840799916684022,16.427,17.93221005620891,15.71827514361547
case3_hard_slippery_8x8,PPO,56000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.9960000000000001,0.008944271909999166,0.007840000000000007,11.346,7.322056063702326,6.418065116653148
case3_hard_slippery_8x8,PPO,58000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.833,0.2997624059150847,0.26275333375620563,33.598,35.01734473800091,30.69405598448012
case3_hard_slippery_8x8,PPO,60000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.8960000000000001,0.1487615541731129,0.1303952514472824,35.328,26.41459814193659,23.15341612113426
case3_hard_slippery_8x8,PPO,62000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.861,0.2618539669357713,0.22952512193657582,32.53,31.552770480577458,27.657222751823802
case3_hard_slippery_8x8,PPO,64000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.9789999999999999,0.02859195691099158,0.025061955230987053,22.011999999999997,15.435652156614568,13.52994565969871
case3_hard_slippery_8x8,PPO,66000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.915,0.18179658962697842,0.1593517367335543,23.956999999999997,29.933642987448092,26.237994929384374
case3_hard_slippery_8x8,PPO,68000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.154717484467658,0.13561585453036085,29.735000000000003,29.096106913124995,25.50386219183283
case3_hard_slippery_8x8,PPO,70000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.799,0.44665982581826186,0.39151459947235684,31.639999999999997,38.69994541339819,33.921997798596706
case3_hard_slippery_8x8,PPO,72000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.796,0.44506179346243596,0.39011386235303147,33.766999999999996,37.798079250141804,33.13147725191861
case3_hard_slippery_8x8,PPO,74000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.44721359549995804,0.392,28.357,40.32265858050533,35.344368602853834
case3_hard_slippery_8x8,PPO,76000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.798,0.4461025666816993,0.39102614030266564,31.299,39.26191115445094,34.414582489020546
case3_hard_slippery_8x8,PPO,78000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.796,0.44501966248695124,0.39007693292477574,31.156,39.209025013381805,34.368225742473236
case3_hard_slippery_8x8,PPO,80000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.44721359549995804,0.392,30.833999999999996,39.322989045849496,34.46811962131963
case3_hard_slippery_8x8,PPO,82000,5,0.004,0.008944271909999158,0.007839999999999998,0.004,0.008944271909999158,0.007839999999999998,0.7929999999999999,0.4435594661372926,0.38879701439182884,27.520999999999997,40.5500563193197,35.543691509205956
case3_hard_slippery_8x8,PPO,84000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.44721359549995804,0.392,27.115000000000002,40.816309393427524,35.777072618591916
case3_hard_slippery_8x8,PPO,86000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.7969999999999999,0.4455838866027361,0.39057149716793205,28.046,40.66955424515986,35.648436059462696
case3_hard_slippery_8x8,PPO,88000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.796,0.44506179346243596,0.39011386235303147,29.486,40.20628330870686,35.24236117954641
case3_hard_slippery_8x8,PPO,90000,5,0.013000000000000001,0.02906888370749727,0.025480000000000003,0.013000000000000001,0.02906888370749727,0.025480000000000003,0.774,0.4363255665211472,0.38245622180845745,27.977999999999998,40.59784301536228,35.585578395108314
case3_hard_slippery_8x8,PPO,92000,5,0.024,0.05366563145999496,0.04704,0.024,0.05366563145999496,0.04704,0.819,0.30340566903075494,0.2659467946789357,27.235000000000003,35.007745035920266,30.685641474605024
case3_hard_slippery_8x8,PPO,94000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.796,0.44506179346243596,0.39011386235303147,29.2,40.52426757512096,35.52108667825352
case3_hard_slippery_8x8,PPO,96000,5,0.001,0.00223606797749979,0.00196,0.001,0.00223606797749979,0.00196,0.781,0.4382693235899588,0.38415999999999995,30.148000000000003,40.4886443339364,35.489861530617446
case3_hard_slippery_8x8,PPO,98000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.786,0.440431606495265,0.3860553245326374,29.270000000000003,40.74202682734377,35.711961078607814
case3_hard_slippery_8x8,PPO,100000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.7939999999999999,0.44404954678504066,0.389226589019815,28.988,40.53643678840063,35.531753463998925
case3_hard_slippery_8x8,PPO,102000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.796,0.44506179346243596,0.39011386235303147,30.773000000000003,39.519551743409245,34.64041442232469
case3_hard_slippery_8x8,PPO,104000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.7939999999999999,0.44404954678504066,0.389226589019815,31.308,39.32645286572386,34.47115579330638
case3_hard_slippery_8x8,PPO,106000,5,0.006,0.01341640786499874,0.01176,0.006,0.01341640786499874,0.01176,0.792,0.44308012819353565,0.3883768561590662,28.130000000000003,40.778234237151565,35.74369827261863
case3_hard_slippery_8x8,PPO,108000,5,0.0,0.0,0.0,0.0,0.0,0.0,0.799,0.44665982581826186,0.39151459947235684,29.283000000000005,39.85159683124379,34.93146477441792
case3_hard_slippery_8x8,PPO,110000,5,0.006,0.00894427190999916,0.00784,0.006,0.00894427190999916,0.00784,0.791,0.4424138334184409,0.38779282303828155,29.999000000000002,39.77437875064801,34.86378014251466
case3_hard_slippery_8x8,PPO,112000,5,0.009,0.020124611797498106,0.01764,0.009,0.020124611797498106,0.01764,0.986,0.028591956910991572,0.025061955230987046,12.011000000000001,7.439813001682233,6.521283623766106
case3_hard_slippery_8x8,PPO,114000,5,0.012,0.02683281572999748,0.02352,0.012,0.02683281572999748,0.02352,0.974,0.047749345545253286,0.041854146747962735,18.013,8.565811841267585,7.508265123342408
case3_hard_slippery_8x8,PPO,116000,5,0.016,0.028151376520518495,0.024675769491547775,0.016,0.028151376520518495,0.024675769491547775,0.9639999999999999,0.06416774890862233,0.05624551182094444,18.834,10.655966286545768,9.340366273203637
case3_hard_slippery_8x8,PPO,118000,5,0.007000000000000001,0.01565247584249853,0.01372,0.007000000000000001,0.01565247584249853,0.01372,0.891,0.2039730374338726,0.17879025029346535,26.613999999999997,27.642001419940634,24.22928252998012
case3_hard_slippery_8x8,PPO,120000,5,0.017,0.03801315561749643,0.033319999999999995,0.017,0.03801315561749643,0.033319999999999995,0.8790000000000001,0.14419604710254716,0.12639340805595833,35.604,24.605517775490927,21.56768726409023
